t,Xi,Xa
10.0,0.006338603262152325,1.499400472084697
11.0,0.002922210976723966,1.4995877917198421
12.0,0.002956341427544565,1.5004395451920853
13.0,0.0022911578525355433,1.4994734774897909
14.0,0.0036771119802968435,1.5001025653863524
15.0,0.001765061925610295,1.500355550134976
7.0,0.0130464510325927,1.931171756285878
8.0,0.01573912402314427,1.4985021061373747
9.0,0.01966769425415411,1.4949735468551602
10.0,0.04034403107760978,1.4888998474506643
11.0,0.1664246389304357,1.4543945931934819
12.0,0.7842688882399054,1.2381450124203728
13.0,1.146418591068314,1.0849043958195181
14.0,1.2107901666817709,1.0433116027757596
15.0,1.233666735004277,1.0508549562010563
7.0,0.0130464510325927,1.931171756285878
8.0,0.017742992919412368,1.4972878122713995
9.0,0.027292938063659927,1.4927388899169316
10.0,0.12066798446117928,1.4721087082861952
11.0,0.6847767601935171,1.2726991149362747
12.0,1.1180683323996625,1.1060385234718064
13.0,1.2150151509427243,1.0507269283655762
14.0,1.2531238388753096,1.0398391846904123
15.0,1.2316306178569105,1.044015048250262
7.0,0.0130464510325927,1.931171756285878
8.0,0.013204952516143984,1.4989339476197934
9.0,0.014662221519725084,1.498244538441794
10.0,0.032517948845619316,1.49328581259298
11.0,0.12664231504734125,1.4682392651949452
12.0,0.6873916207416236,1.2876047375022446
13.0,1.1573529913681142,1.0892349289718704
14.0,1.2111207065351939,1.0505113964008375
15.0,1.2410764629797586,1.0439919668637498
7.0,0.0130464510325927,1.931171756285878
8.0,0.012219953070147248,1.4980694656090854
9.0,0.011736318141290752,1.497197768176519
10.0,0.01839211064845054,1.4954696988110752
11.0,0.020869838051244895,1.4971361843587672
12.0,0.053971318798200454,1.4866508272886736
13.0,0.2845701265296813,1.4159366978861285
14.0,0.9570764277058535,1.1596745394309809
15.0,1.2057524022118165,1.0629757978248182
7.0,0.0130464510325927,1.931171756285878
8.0,0.0076905835512616144,1.499715234636276
9.0,0.00789382739816395,1.501000227439166
10.0,0.0028305627546323293,1.5000219393817034
11.0,0.0012171573639680115,1.500510995860143
12.0,0.0015518492000079313,1.5012184664318435
13.0,0.003185573551040284,1.5007777689170603
14.0,0.002844878265628534,1.500678295112927
15.0,0.0029778977438442845,1.500882911640851
7.0,0.0130464510325927,1.931171756285878
8.0,0.01719608905939231,1.4988747921356587
9.0,0.0195824951059952,1.4992713180357986
10.0,0.046377883031529565,1.4897600207764317
11.0,0.28413788687534147,1.4175821832142592
12.0,0.9499503193074899,1.1668872208974381
13.0,1.1900023237821271,1.0689750272749472
14.0,1.2295138437500663,1.054308448092806
15.0,1.2431170476973035,1.0433082682413295
7.0,0.0130464510325927,1.931171756285878
8.0,0.026033820945905846,1.4988544647015267
9.0,0.07545123664803348,1.4776141928419262
10.0,0.47987457796895205,1.3578634352902517
11.0,1.0719391260575248,1.113811662358427
12.0,1.2069035920740263,1.0553275253670424
13.0,1.1945320897746545,1.0580809446829444
14.0,1.2071611580664277,1.0368612803145303
15.0,1.2227948634018464,1.0521531013443906
7.0,0.0130464510325927,1.931171756285878
8.0,0.015382163629456626,1.4996056437484335
9.0,0.034139313441963325,1.4936721383472904
10.0,0.16173943710556224,1.4561572546067507
11.0,0.7416757305719448,1.2622736675525201
12.0,1.1091790263855614,1.1006106449094275
13.0,1.1955221775122897,1.0535400530278067
14.0,1.2393897998635415,1.043513991365196
15.0,1.2304741867936886,1.0431228520741749
7.0,0.0130464510325927,1.931171756285878
8.0,0.01349410032332383,1.498207047370269
9.0,0.014722508347544667,1.4985960165897918
10.0,0.02611400348576771,1.4939146208725225
11.0,0.04862956211566303,1.4875409862412272
12.0,0.32384127164090815,1.4095913890397322
13.0,0.961476058816894,1.1718931130226784
14.0,1.2092398580855581,1.0735629461370158
15.0,1.2070567327913326,1.0490927848886795
7.0,0.0130464510325927,1.931171756285878
8.0,0.02381479191557143,1.4959936152920181
9.0,0.06305466737867024,1.4870308987089857
10.0,0.4072001059193071,1.3820527914353777
11.0,1.034099485145238,1.136978480827335
12.0,1.1860591606586086,1.0681992145372432
13.0,1.2392070181825183,1.0509629332294341
14.0,1.2485141478062238,1.0382603294042012
15.0,1.237350500779678,1.0522568920195485
7.0,0.0130464510325927,1.931171756285878
8.0,0.013354131030489165,1.496996312946015
9.0,0.023270392482547895,1.4985821636620902
10.0,0.08415521364364979,1.4798197043878771
11.0,0.43620868522709666,1.365013759956516
12.0,1.0293976614966225,1.1317181845109807
13.0,1.1688242803304403,1.0625014876366528
14.0,1.2095687015028374,1.0534777101126467
15.0,1.2163526510713867,1.0543499372408756
7.0,0.0130464510325927,1.931171756285878
8.0,0.022371764767794317,1.4965061047064756
9.0,0.05617454601662604,1.4837079782662803
10.0,0.3025081607057869,1.4071706164738147
11.0,0.9466052672031806,1.1648935117262729
12.0,1.1939491883803905,1.0605469070403126
13.0,1.2110389083130777,1.0443243826095698
14.0,1.241265616149768,1.0598786167409007
15.0,1.2275324211106042,1.0503672672687498
7.0,0.0130464510325927,1.931171756285878
8.0,0.008078379295044158,1.4988157612139936
9.0,0.007004771524414146,1.5001108944372898
10.0,0.004844495601279781,1.501705625097327
11.0,0.003483260210691913,1.499746510342019
12.0,0.0039166377692323295,1.5007680154650147
13.0,0.002854631695022341,1.4990743831156808
14.0,0.0017758567741373772,1.5006548115838392
15.0,0.0010638404566250285,1.5014619940641885
7.0,0.0130464510325927,1.931171756285878
8.0,0.009448194544741904,1.4996593109264633
9.0,0.008874022646400918,1.498511187357665
10.0,0.003151379917690424,1.5017360598545169
11.0,0.003676072372292905,1.4999365397695505
12.0,0.0012700442434985446,1.500717220985079
13.0,0.002206181061958732,1.5015301474379632
14.0,0.0005328223900411584,1.5002359884248564
15.0,0.0019185105446156412,1.5003073864037526
7.0,0.0130464510325927,1.931171756285878
8.0,0.016646282146399672,1.4990445947840623
9.0,0.020894381636995932,1.494227935970768
10.0,0.04168739058919945,1.487743113679507
11.0,0.19166161638966855,1.4517452432635622
12.0,0.8107560157060643,1.2246546462631978
13.0,1.1525891744771615,1.076894810412064
14.0,1.209861405684836,1.0534989492436184
15.0,1.2102736662569824,1.0490206895053882
7.0,0.0130464510325927,1.931171756285878
8.0,0.01574514803087897,1.4956432004763272
9.0,0.026199352135868343,1.494853557956099
10.0,0.09121001929318467,1.4803879220740364
11.0,0.5739594382364273,1.323857797583642
12.0,1.1021974267164256,1.1081945898029297
13.0,1.2004440420058702,1.0513820109416703
14.0,1.2227359854811723,1.050112696527222
15.0,1.2361637456935621,1.0628939139471048
7.0,0.0130464510325927,1.931171756285878
8.0,0.012195576353300968,1.4993333583952495
9.0,0.021565216336996113,1.497036732049875
10.0,0.07731638549485527,1.4830804092115832
11.0,0.4678035589277151,1.3690680375353665
12.0,1.0571537160484121,1.1263663030221582
13.0,1.1816834582217117,1.0786992258489299
14.0,1.2216371556549095,1.0586150426927532
15.0,1.1950803363367728,1.0814711416292824
7.0,0.0130464510325927,1.931171756285878
8.0,0.013258942666735123,1.499347550315563
9.0,0.00905839948813425,1.499597927299334
10.0,0.005976512057003726,1.5005304650107691
11.0,0.010508426048524366,1.4994207834901567
12.0,0.008802207762846792,1.4973848501055238
13.0,0.003390226203331068,1.498856382069506
14.0,0.00438410673006108,1.5009279784428857
15.0,0.0030250190317793343,1.4999614332664224
7.0,0.0130464510325927,1.931171756285878
8.0,0.005562998139320656,1.5006021604716908
9.0,0.003303522727287962,1.5002968674657757
10.0,0.0029134424412734024,1.4991460266560606
11.0,0.001396341604847972,1.500354339325556
12.0,0.002423186070165772,1.500580023614498
13.0,0.002264222180359694,1.5008581494409394
14.0,0.0027283466112514427,1.5005326692466767
15.0,0.001949527338469032,1.5011624268465278
7.0,0.0130464510325927,1.931171756285878
8.0,0.012357140914719874,1.4973713948739575
9.0,0.015570451308793545,1.4981915660568956
10.0,0.01567944125729585,1.4969503529231298
11.0,0.0325645481176929,1.4918707398707258
12.0,0.10501323919762436,1.4729390951297854
13.0,0.5922114737676996,1.3109325638209413
14.0,1.1132868786385084,1.1061271568380147
15.0,1.2132640069454104,1.0525039130026654
7.0,0.0130464510325927,1.931171756285878
8.0,0.009176929794775883,1.499219647898322
9.0,0.0055323086965830305,1.5021047323544219
10.0,0.006338603262152325,1.499400472084697
11.0,0.002922210976723966,1.4995877917198421
12.0,0.002956341427544565,1.5004395451920853
13.0,0.0022911578525355433,1.4994734774897909
14.0,0.0036771119802968435,1.5001025653863524
15.0,0.001765061925610295,1.500355550134976
7.0,0.0130464510325927,1.931171756285878
8.0,0.01573912402314427,1.4985021061373747
9.0,0.01966769425415411,1.4949735468551602
10.0,0.04034403107760978,1.4888998474506643
11.0,0.1664246389304357,1.4543945931934819
12.0,0.7842688882399054,1.2381450124203728
13.0,1.146418591068314,1.0849043958195181
14.0,1.2107901666817709,1.0433116027757596
15.0,1.233666735004277,1.0508549562010563
7.0,0.0130464510325927,1.931171756285878
8.0,0.017742992919412368,1.4972878122713995
9.0,0.027292938063659927,1.4927388899169316
10.0,0.12066798446117928,1.4721087082861952
11.0,0.6847767601935171,1.2726991149362747
12.0,1.1180683323996625,1.1060385234718064
13.0,1.2150151509427243,1.0507269283655762
14.0,1.2531238388753096,1.0398391846904123
15.0,1.2316306178569105,1.044015048250262
7.0,0.0130464510325927,1.931171756285878
8.0,0.013204952516143984,1.4989339476197934
9.0,0.014662221519725084,1.498244538441794
10.0,0.032517948845619316,1.49328581259298
11.0,0.12664231504734125,1.4682392651949452
12.0,0.6873916207416236,1.2876047375022446
13.0,1.1573529913681142,1.0892349289718704
14.0,1.2111207065351939,1.0505113964008375
15.0,1.2410764629797586,1.0439919668637498
7.0,0.0130464510325927,1.931171756285878
8.0,0.012219953070147248,1.4980694656090854
9.0,0.011736318141290752,1.497197768176519
10.0,0.01839211064845054,1.4954696988110752
11.0,0.020869838051244895,1.4971361843587672
12.0,0.053971318798200454,1.4866508272886736
13.0,0.2845701265296813,1.4159366978861285
14.0,0.9570764277058535,1.1596745394309809
15.0,1.2057524022118165,1.0629757978248182
7.0,0.0130464510325927,1.931171756285878
8.0,0.0076905835512616144,1.499715234636276
9.0,0.00789382739816395,1.501000227439166
10.0,0.0028305627546323293,1.5000219393817034
11.0,0.0012171573639680115,1.500510995860143
12.0,0.0015518492000079313,1.5012184664318435
13.0,0.003185573551040284,1.5007777689170603
14.0,0.002844878265628534,1.500678295112927
15.0,0.0029778977438442845,1.500882911640851
7.0,0.0130464510325927,1.931171756285878
8.0,0.01719608905939231,1.4988747921356587
9.0,0.0195824951059952,1.4992713180357986
10.0,0.046377883031529565,1.4897600207764317
11.0,0.28413788687534147,1.4175821832142592
12.0,0.9499503193074899,1.1668872208974381
13.0,1.1900023237821271,1.0689750272749472
14.0,1.2295138437500663,1.054308448092806
15.0,1.2431170476973035,1.0433082682413295
7.0,0.0130464510325927,1.931171756285878
8.0,0.026033820945905846,1.4988544647015267
9.0,0.07545123664803348,1.4776141928419262
10.0,0.47987457796895205,1.3578634352902517
11.0,1.0719391260575248,1.113811662358427
12.0,1.2069035920740263,1.0553275253670424
13.0,1.1945320897746545,1.0580809446829444
14.0,1.2071611580664277,1.0368612803145303
15.0,1.2227948634018464,1.0521531013443906
7.0,0.0130464510325927,1.931171756285878
8.0,0.015382163629456626,1.4996056437484335
9.0,0.034139313441963325,1.4936721383472904
10.0,0.16173943710556224,1.4561572546067507
11.0,0.7416757305719448,1.2622736675525201
12.0,1.1091790263855614,1.1006106449094275
13.0,1.1955221775122897,1.0535400530278067
14.0,1.2393897998635415,1.043513991365196
15.0,1.2304741867936886,1.0431228520741749
7.0,0.0130464510325927,1.931171756285878
8.0,0.01349410032332383,1.498207047370269
9.0,0.014722508347544667,1.4985960165897918
10.0,0.02611400348576771,1.4939146208725225
11.0,0.04862956211566303,1.4875409862412272
12.0,0.32384127164090815,1.4095913890397322
13.0,0.961476058816894,1.1718931130226784
14.0,1.2092398580855581,1.0735629461370158
15.0,1.2070567327913326,1.0490927848886795
7.0,0.0130464510325927,1.931171756285878
8.0,0.02381479191557143,1.4959936152920181
9.0,0.06305466737867024,1.4870308987089857
10.0,0.4072001059193071,1.3820527914353777
11.0,1.034099485145238,1.136978480827335
12.0,1.1860591606586086,1.0681992145372432
13.0,1.2392070181825183,1.0509629332294341
14.0,1.2485141478062238,1.0382603294042012
15.0,1.237350500779678,1.0522568920195485
7.0,0.0130464510325927,1.931171756285878
8.0,0.013354131030489165,1.496996312946015
9.0,0.023270392482547895,1.4985821636620902
10.0,0.08415521364364979,1.4798197043878771
11.0,0.43620868522709666,1.365013759956516
12.0,1.0293976614966225,1.1317181845109807
13.0,1.1688242803304403,1.0625014876366528
14.0,1.2095687015028374,1.0534777101126467
15.0,1.2163526510713867,1.0543499372408756
7.0,0.0130464510325927,1.931171756285878
8.0,0.022371764767794317,1.4965061047064756
9.0,0.05617454601662604,1.4837079782662803
10.0,0.3025081607057869,1.4071706164738147
11.0,0.9466052672031806,1.1648935117262729
12.0,1.1939491883803905,1.0605469070403126
13.0,1.2110389083130777,1.0443243826095698
14.0,1.241265616149768,1.0598786167409007
15.0,1.2275324211106042,1.0503672672687498
7.0,0.0130464510325927,1.931171756285878
8.0,0.008078379295044158,1.4988157612139936
9.0,0.007004771524414146,1.5001108944372898
10.0,0.004844495601279781,1.501705625097327
11.0,0.003483260210691913,1.499746510342019
12.0,0.0039166377692323295,1.5007680154650147
13.0,0.002854631695022341,1.4990743831156808
14.0,0.0017758567741373772,1.5006548115838392
15.0,0.0010638404566250285,1.5014619940641885
7.0,0.0130464510325927,1.931171756285878
8.0,0.009448194544741904,1.4996593109264633
9.0,0.008874022646400918,1.498511187357665
10.0,0.003151379917690424,1.5017360598545169
11.0,0.003676072372292905,1.4999365397695505
12.0,0.0012700442434985446,1.500717220985079
13.0,0.002206181061958732,1.5015301474379632
14.0,0.0005328223900411584,1.5002359884248564
15.0,0.0019185105446156412,1.5003073864037526
7.0,0.0130464510325927,1.931171756285878
8.0,0.016646282146399672,1.4990445947840623
9.0,0.020894381636995932,1.494227935970768
10.0,0.04168739058919945,1.487743113679507
11.0,0.19166161638966855,1.4517452432635622
12.0,0.8107560157060643,1.2246546462631978
13.0,1.1525891744771615,1.076894810412064
14.0,1.209861405684836,1.0534989492436184
15.0,1.2102736662569824,1.0490206895053882
7.0,0.0130464510325927,1.931171756285878
8.0,0.01574514803087897,1.4956432004763272
9.0,0.026199352135868343,1.494853557956099
10.0,0.09121001929318467,1.4803879220740364
11.0,0.5739594382364273,1.323857797583642
12.0,1.1021974267164256,1.1081945898029297
13.0,1.2004440420058702,1.0513820109416703
14.0,1.2227359854811723,1.050112696527222
15.0,1.2361637456935621,1.0628939139471048
7.0,0.0130464510325927,1.931171756285878
8.0,0.012195576353300968,1.4993333583952495
9.0,0.021565216336996113,1.497036732049875
10.0,0.07731638549485527,1.4830804092115832
11.0,0.4678035589277151,1.3690680375353665
12.0,1.0571537160484121,1.1263663030221582
13.0,1.1816834582217117,1.0786992258489299
14.0,1.2216371556549095,1.0586150426927532
15.0,1.1950803363367728,1.0814711416292824
7.0,0.0130464510325927,1.931171756285878
8.0,0.013258942666735123,1.499347550315563
9.0,0.00905839948813425,1.499597927299334
10.0,0.005976512057003726,1.5005304650107691
11.0,0.010508426048524366,1.4994207834901567
12.0,0.008802207762846792,1.4973848501055238
13.0,0.003390226203331068,1.498856382069506
14.0,0.00438410673006108,1.5009279784428857
15.0,0.0030250190317793343,1.4999614332664224
7.0,0.0130464510325927,1.931171756285878
8.0,0.005562998139320656,1.5006021604716908
9.0,0.003303522727287962,1.5002968674657757
10.0,0.0029134424412734024,1.4991460266560606
11.0,0.001396341604847972,1.500354339325556
12.0,0.002423186070165772,1.500580023614498
13.0,0.002264222180359694,1.5008581494409394
14.0,0.0027283466112514427,1.5005326692466767
15.0,0.001949527338469032,1.5011624268465278
7.0,0.0130464510325927,1.931171756285878
8.0,0.012357140914719874,1.4973713948739575
9.0,0.015570451308793545,1.4981915660568956
10.0,0.01567944125729585,1.4969503529231298
11.0,0.0325645481176929,1.4918707398707258
12.0,0.10501323919762436,1.4729390951297854
13.0,0.5922114737676996,1.3109325638209413
14.0,1.1132868786385084,1.1061271568380147
15.0,1.2132640069454104,1.0525039130026654
7.0,0.0130464510325927,1.931171756285878
8.0,0.009176929794775883,1.499219647898322
9.0,0.0055323086965830305,1.5021047323544219
10.0,0.006338603262152325,1.499400472084697
11.0,0.002922210976723966,1.4995877917198421
12.0,0.002956341427544565,1.5004395451920853
13.0,0.0022911578525355433,1.4994734774897909
14.0,0.0036771119802968435,1.5001025653863524
15.0,0.001765061925610295,1.500355550134976
7.0,0.0130464510325927,1.931171756285878
8.0,0.01573912402314427,1.4985021061373747
9.0,0.01966769425415411,1.4949735468551602
10.0,0.04034403107760978,1.4888998474506643
11.0,0.1664246389304357,1.4543945931934819
12.0,0.7842688882399054,1.2381450124203728
13.0,1.146418591068314,1.0849043958195181
14.0,1.2107901666817709,1.0433116027757596
15.0,1.233666735004277,1.0508549562010563
7.0,0.0130464510325927,1.931171756285878
8.0,0.017742992919412368,1.4972878122713995
9.0,0.027292938063659927,1.4927388899169316
10.0,0.12066798446117928,1.4721087082861952
